,split,source_language,target_language
11469,train,you 're stuck .,vous êtes plantés .
11470,train,you 're preaching to the choir .,vous prêchez des convaincus .
11471,train,you 're cruel .,vous êtes cruel .
11472,train,you 're sneaky .,tu es sournois .
11473,train,you 're very clever .,vous êtes fort habiles .
11474,train,you 're not alone anymore .,tu n'es plus seule .
11475,train,you 're not making this easy .,tu ne rends pas ça facile .
11476,train,you 're all the same .,vous êtes toutes pareilles .
11477,train,you 're very intelligent .,vous êtes très intelligent .
11478,train,"you 're still mad , are n't you ?","tu es encore en colère , n'est-ce pas ?"
11479,train,you 're upset .,tu es contrarié .
11480,train,you 're amusing .,vous me faites marrer .
11481,train,you 're not being rational .,vous n'êtes pas rationnelles .
11482,train,"you 're new here , are n't you ?","vous êtes nouveau ici , n'est-ce pas ?"
11483,train,you 're not bruised .,tu n'es pas contusionné .
11484,train,you 're the teacher .,c'est toi le prof .
11485,train,you 're the most handsome man i 've ever seen .,tu es le plus bel homme qu'il m'ait été donné de voir .
11486,train,you 're off the hook .,vous êtes tirés d'affaire .
11487,train,you 're the boss .,vous êtes le chef .
11488,train,you 're turning thirty .,tu entres dans la trentaine .
11489,train,you 're unambitious .,tu es dépourvue d'ambition .
11490,train,you 're always nagging me .,vous êtes toujours en train de me tarabuster .
11491,train,you 're clever .,vous êtes maline .
11492,train,you 're a wonderful woman .,vous êtes une femme formidable !
11493,train,you 're very intelligent .,tu es très intelligent .
11494,train,you 're not helping much .,vous n'aidez pas beaucoup .
11495,train,you 're conscientious .,vous êtes consciencieux .
11496,train,you 're a smart boy .,tu es un garçon malin .
11497,train,you 're probably tired after such a long flight .,vous êtes probablement fatigué après un vol aussi long .
11498,train,you 're driving too fast .,vous conduisez trop vite .
11499,train,you 're a funny gal .,t'es une drôle de fille .
11500,train,you 're in luck .,vous êtes veinarde .
11501,train,you 're pulling my leg .,vous me faites marcher .
11502,train,you 're not supposed to eat on the job .,vous n'êtes pas supposée manger sur le lieu de travail .
11503,train,you 're doing it right .,vous le faites comme il faut .
11504,train,you 're not young anymore .,vous n'êtes plus jeunes .
11505,train,you 're the last person i expected to see here .,vous êtes la dernière personne que je m'attendrais voir ici .
11506,train,you 're silly .,vous êtes idiotes .
11507,train,you 're clever .,vous êtes malines .
11508,train,you 're wearing my pajamas .,tu portes mon pyjama .
11509,train,you 're not that old .,vous n'êtes pas si vieille .
11510,train,you 're fair .,vous êtes justes .
11511,train,you 're doing it right .,vous le faites correctement .
11512,train,you 're making a terrible mistake .,vous faites une grossière erreur .
11513,train,"you 're wealthy , are n't you ?","vous êtes riches , n'est-ce pas ?"
11514,train,you 're naive .,tu es naïve .
11515,train,you 're so mean .,vous êtes si méchant .
11516,train,you 're totally right .,vous avez parfaitement raison .
11517,train,you 're hiding something .,vous cachez quelque chose .
11518,train,you 're fearless .,vous êtes intrépide .
11519,train,you 're very funny .,tu es fort drôle .
11520,train,"you 're impressed , are n't you ?","vous êtes impressionnée , n'est-ce pas ?"
11521,train,you 're mistaken . that 's not what i said .,vous vous trompez . ce n'est pas ce que j'ai dit .
11522,train,you 're the only person i know that ca n't swim .,tu es la seule personne que je connaisse qui ne sache pas nager .
11523,train,you 're not good at this .,vous n ' y êtes pas bonne .
11524,train,you 're very funny .,vous êtes fort drôle .
11525,train,you 're not allowed to park here .,tu n'es pas autorisée à te garer ici .
11526,train,you 're either with me or you 're against me .,"soit tu es avec moi , soit tu es contre moi ."
11527,train,you 're so sweet .,vous êtes si gentils !
11528,train,"you 're not one of us , are you ?","tu n'es pas des nôtres , si ?"
11529,train,you 're pretty good .,t'es assez bon .
11530,train,you 're extroverted .,vous êtes extraverti .
11531,train,you 're doing all you can .,vous faites tout ce que vous pouvez .
11532,train,you 're back .,tu es de retour .
11533,train,you 're so sweet .,vous êtes tellement gentille !
11534,train,you 're very beautiful .,vous êtes très belle .
11535,train,"you 're still mad , are n't you ?","vous êtes encore en colère , n'est-ce pas ?"
11536,train,you 're not normal .,vous n'êtes pas normal .
11537,train,you 're very clever .,tu es fort ingénieuse .
11538,train,you 're very brave .,tu es fort courageuse .
11539,train,you 're not alone anymore .,vous n'êtes plus seul .
11540,train,you 're over-analyzing .,tu analyses trop .
11541,train,you 're not the first .,tu n'es pas la première .
11542,train,"you 're not tired , are you ?","vous n'êtes pas fatigué , si ?"
11543,train,you 're unforgettable .,tu es inoubliable .
11544,train,"you 're picky , are n't you ?","tu es difficile , pas vrai ?"
11545,train,"you 're the champion , are n't you ?","vous êtes le champion , n'est-ce pas ?"
11546,train,you 're not interrupting anything .,vous n'interrompez rien du tout .
11547,train,you 're wrong .,tu as tort .
11548,train,you 're not alone .,vous n'êtes pas seule .
11549,train,you 're totally ignorant .,tu es complètement ignorante .
11550,train,you 're not normal .,vous n'êtes pas normaux .
11551,train,you 're not easy to find .,tu n'es pas facile à trouver .
11552,train,you 're the only person i know who can probably answer this question .,vous êtes la seule personne qui sait probablement répondre à cette question .
11553,train,you 're just like your mother .,tu es exactement comme ta mère .
11554,train,you 're not being rational .,tu n'es pas rationnelle .
11555,train,you 're the only person who shows me any respect .,vous êtes la seule personne à me témoigner un quelconque respect .
11556,train,you 're part of the problem .,vous faites partie du problème .
11557,train,you 're arrogant .,vous êtes arrogants .
11558,train,you 're in big trouble .,tu es dans la merde .
11559,train,you 're out of luck .,ta chance est épuisée .
11560,train,you 're resilient .,tu es endurante .
11561,train,you 're the one who trained me .,tu es celui qui m ' a entraînée .
11562,train,"you 're not really a millionaire , are you ?","tu n'es pas vraiment millionnaire , si ?"
11563,train,you 're not as good as you think you are .,tu n'es pas aussi bon que tu penses l'être .
11564,train,"you 're disappointed , are n't you ?","tu es déçu , n'est-ce pas ?"
11565,train,you 're not even paying attention .,vous ne prêtez même pas attention .
11566,train,you 're wasting my time .,vous êtes en train de gaspiller mon temps .
11567,train,you 're a funny guy .,vous êtes un drôle de spécimen .
11568,train,you 're assertive .,tu sais te faire comprendre .
11569,train,"you 're not ready yet , are you ?","vous n'êtes pas encore prêt , n'est-ce pas ?"
11570,train,you 're too trusting .,tu es trop confiante .
11571,train,you 're very astute .,tu es très astucieuse .
11572,train,you 're clever .,tu es malin .
11573,train,you 're the best .,vous êtes la meilleure .
11574,train,you 're not dead .,vous n'êtes pas mortes .
11575,train,you 're a terrible person .,tu es un horrible individu .
11576,train,you 're testing my patience .,vous mettez ma patience à l'épreuve .
11577,train,you 're probably too young to understand what 's happening .,vous êtes probablement trop jeune pour comprendre ce qui arrive .
11578,train,you 're first .,vous êtes en premier .
11579,train,you 're very emotional .,tu es fort émotif .
11580,train,you 're pulling my leg .,tu me fais marcher .
11581,train,you 're impatient .,tu es impatiente .
11582,train,you 're very attractive .,vous êtes très attirant .
11583,train,you 're sneaky .,vous êtes sournois .
11584,train,you 're the only person i know besides me who likes to do that .,vous êtes la seule personne que je connaisse à part moi qui aime faire ça .
11585,train,you 're not a doctor .,tu n'es pas médecin .
11586,train,you 're very brave .,vous êtes fort courageuse .
11587,train,you 're not as good as you think you are .,vous n'êtes pas aussi bon que vous pensez l'être .
11588,train,you 're not dead .,vous n'êtes pas morte .
11589,train,you 're very sophisticated .,tu es très raffiné .
11590,train,you 're not the only one with this problem .,tu n'es pas le seul avec ce problème .
11591,train,you 're cruel .,vous êtes cruels .
11592,train,"you 're scared of being hurt , are n't you ?","vous avez peur d'avoir mal , n'est-ce pas ?"
11593,train,you 're part of the problem .,tu fais partie du problème .
11594,train,you 're very clever .,tu es très ingénieuse .
11595,train,you 're very wise .,vous êtes très avisés .
11596,train,you 're really awesome .,tu es vraiment génial .
11597,train,you 're very brave .,vous êtes fort brave .
11598,train,you 're gross !,tu es malpoli !
11599,train,you 're so impatient .,vous êtes tellement impatient .
11600,train,you 're charming .,tu es charmante .
11601,train,you 're all cowards .,vous êtes tous des lâches .
11602,train,you 're not special .,tu n'es pas spécial .
11603,train,you 're very clever .,tu es très ingénieux .
11604,train,you 're too polite .,tu es trop poli .
11605,train,you 're probably right .,vous avez probablement raison .
11606,train,you 're the one who trained me .,c'est toi qui m'as formé .
11607,train,you 're too loud .,vous êtes trop bruyant .
11608,train,you 're fascinating .,tu es fascinant .
11609,train,you 're careful .,tu es prudent .
11610,train,"you 're messing with me , right ?","tu es en train de me chercher , n'est-ce pas ?"
11611,train,you 're off the hook .,vous êtes tirée d'affaire .
11612,train,you 're so paranoid .,vous êtes tellement paranoïaque !
11613,train,you 're free to go .,vous êtes libre de vous en aller .
11614,train,you 're supposed to help your friends when they 're in trouble .,tu es supposé aider tes amies lorsqu'elles ont des ennuis .
11615,train,you 're not very funny .,vous n'êtes pas très amusants .
11616,train,you 're powerful .,vous êtes puissant .
11617,train,you 're very curious .,tu es très curieux .
11618,train,you 're quite attractive .,tu es tout à fait attirant .
11619,train,you 're the only person i know who can help me .,tu es la seule personne que je connaisse qui puisse m'aider .
11620,train,"you 're the one who decided to do this job , right ?","c'est toi qui as décidé d'effectuer ce boulot , pas vrai ?"
11621,train,you 're precise .,vous êtes précis .
11622,train,you 're taking advantage of her weakness .,vous tirez avantage de sa faiblesse .
11623,train,you 're so impatient .,tu es tellement impatiente .
11624,train,you 're the oldest .,tu es la plus vieille .
11625,train,you 're the only canadian i know .,tu es le seul canadien que je connaisse .
11626,train,you 're not the only one who feels that way .,tu n'es pas la seule à ressentir cela .
11627,train,you 're acting like a small child .,tu te comportes comme un petit enfant .
11628,train,"you 're worried , are n't you ?","vous êtes soucieuses , n'est-ce pas ?"
11629,train,you 're really gorgeous .,vous êtes vraiment splendides .
11630,train,you 're really a hard worker .,tu es vraiment dur au travail .
